catalog,vendor,product,api_family,api_group,id,status,method,path,summary,migration_phase,migration_use,official_doc_url
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue type schemes,issue-type-schemes-put-rest-api-3-issuetypescheme-project,reviewed,PUT,/rest/api/3/issuetypescheme/project,Assign issue type scheme to project,load,Issue type schemes creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-type-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue type schemes,issue-type-schemes-delete-rest-api-3-issuetypescheme-issuetypeschemeid,reviewed,DELETE,/rest/api/3/issuetypescheme/{issueTypeSchemeId},Delete issue type scheme,reconcile,Issue type schemes reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-type-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue type schemes,issue-type-schemes-put-rest-api-3-issuetypescheme-issuetypeschemeid,reviewed,PUT,/rest/api/3/issuetypescheme/{issueTypeSchemeId},Update issue type scheme,load,Issue type schemes creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-type-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue type schemes,issue-type-schemes-put-rest-api-3-issuetypescheme-issuetypeschemeid-issuetype,reviewed,PUT,/rest/api/3/issuetypescheme/{issueTypeSchemeId}/issuetype,Add issue types to issue type scheme,load,Issue type schemes creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-type-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue type schemes,issue-type-schemes-put-rest-api-3-issuetypescheme-issuetypeschemeid-issuetype-move,reviewed,PUT,/rest/api/3/issuetypescheme/{issueTypeSchemeId}/issuetype/move,Change order of issue types,transform,Issue type schemes reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-type-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue type schemes,issue-type-schemes-delete-rest-api-3-issuetypescheme-issuetypeschemeid-issuetype-issuetypeid,reviewed,DELETE,/rest/api/3/issuetypescheme/{issueTypeSchemeId}/issuetype/{issueTypeId},Remove issue type from issue type scheme,reconcile,Issue type schemes reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-type-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue type screen schemes,issue-type-screen-schemes-get-rest-api-3-issuetypescreenscheme,reviewed,GET,/rest/api/3/issuetypescreenscheme,Get issue type screen schemes,extract,Issue type screen schemes extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-type-screen-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue type screen schemes,issue-type-screen-schemes-post-rest-api-3-issuetypescreenscheme,reviewed,POST,/rest/api/3/issuetypescreenscheme,Create issue type screen scheme,load,Issue type screen schemes creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-type-screen-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue type screen schemes,issue-type-screen-schemes-get-rest-api-3-issuetypescreenscheme-mapping,reviewed,GET,/rest/api/3/issuetypescreenscheme/mapping,Get issue type screen scheme items,extract,Issue type screen schemes extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-type-screen-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue type screen schemes,issue-type-screen-schemes-get-rest-api-3-issuetypescreenscheme-project,reviewed,GET,/rest/api/3/issuetypescreenscheme/project,Get issue type screen schemes for projects,extract,Issue type screen schemes extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-type-screen-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue type screen schemes,issue-type-screen-schemes-put-rest-api-3-issuetypescreenscheme-project,reviewed,PUT,/rest/api/3/issuetypescreenscheme/project,Assign issue type screen scheme to project,load,Issue type screen schemes creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-type-screen-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue type screen schemes,issue-type-screen-schemes-delete-rest-api-3-issuetypescreenscheme-issuetypescreenschemeid,reviewed,DELETE,/rest/api/3/issuetypescreenscheme/{issueTypeScreenSchemeId},Delete issue type screen scheme,reconcile,Issue type screen schemes reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-type-screen-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue type screen schemes,issue-type-screen-schemes-put-rest-api-3-issuetypescreenscheme-issuetypescreenschemeid,reviewed,PUT,/rest/api/3/issuetypescreenscheme/{issueTypeScreenSchemeId},Update issue type screen scheme,load,Issue type screen schemes creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-type-screen-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue type screen schemes,issue-type-screen-schemes-put-rest-api-3-issuetypescreenscheme-issuetypescreenschemeid-mapping,reviewed,PUT,/rest/api/3/issuetypescreenscheme/{issueTypeScreenSchemeId}/mapping,Append mappings to issue type screen scheme,transform,Issue type screen schemes reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-type-screen-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue type screen schemes,issue-type-screen-schemes-put-rest-api-3-issuetypescreenscheme-issuetypescreenschemeid-mapping-default,reviewed,PUT,/rest/api/3/issuetypescreenscheme/{issueTypeScreenSchemeId}/mapping/default,Update issue type screen scheme default screen scheme,load,Issue type screen schemes creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-type-screen-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue type screen schemes,issue-type-screen-schemes-post-rest-api-3-issuetypescreenscheme-issuetypescreenschemeid-mapping-remove,reviewed,POST,/rest/api/3/issuetypescreenscheme/{issueTypeScreenSchemeId}/mapping/remove,Remove mappings from issue type screen scheme,transform,Issue type screen schemes reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-type-screen-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue type screen schemes,issue-type-screen-schemes-get-rest-api-3-issuetypescreenscheme-issuetypescreenschemeid-project,reviewed,GET,/rest/api/3/issuetypescreenscheme/{issueTypeScreenSchemeId}/project,Get issue type screen scheme projects,extract,Issue type screen schemes extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-type-screen-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,JQL,jql-get-rest-api-3-jql-autocompletedata,reviewed,GET,/rest/api/3/jql/autocompletedata,Get field reference data (GET),extract,JQL extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-jql/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,JQL,jql-post-rest-api-3-jql-autocompletedata,reviewed,POST,/rest/api/3/jql/autocompletedata,Get field reference data (POST),transform,JQL reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-jql/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,JQL,jql-get-rest-api-3-jql-autocompletedata-suggestions,reviewed,GET,/rest/api/3/jql/autocompletedata/suggestions,Get field auto complete suggestions,extract,JQL extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-jql/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,JQL functions (apps),jql-functions-apps-get-rest-api-3-jql-function-computation,reviewed,GET,/rest/api/3/jql/function/computation,Get precomputations (apps),extract,JQL functions (apps) extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-jql-functions-apps/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,JQL functions (apps),jql-functions-apps-post-rest-api-3-jql-function-computation,reviewed,POST,/rest/api/3/jql/function/computation,Update precomputations (apps),load,JQL functions (apps) creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-jql-functions-apps/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,JQL functions (apps),jql-functions-apps-post-rest-api-3-jql-function-computation-search,reviewed,POST,/rest/api/3/jql/function/computation/search,Get precomputations by ID (apps),transform,JQL functions (apps) reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-jql-functions-apps/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue search,issue-search-post-rest-api-3-jql-match,reviewed,POST,/rest/api/3/jql/match,Check issues against JQL,transform,Issue search reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-search/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,JQL,jql-post-rest-api-3-jql-parse,reviewed,POST,/rest/api/3/jql/parse,Parse JQL query,transform,JQL reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-jql/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,JQL,jql-post-rest-api-3-jql-pdcleaner,reviewed,POST,/rest/api/3/jql/pdcleaner,Convert user identifiers to account IDs in JQL queries,transform,JQL reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-jql/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,JQL,jql-post-rest-api-3-jql-sanitize,reviewed,POST,/rest/api/3/jql/sanitize,Sanitize JQL queries,transform,JQL reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-jql/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Labels,labels-get-rest-api-3-label,reviewed,GET,/rest/api/3/label,Get all labels,extract,Labels extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-labels/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,License metrics,license-metrics-get-rest-api-3-license-approximatelicensecount,reviewed,GET,/rest/api/3/license/approximateLicenseCount,Get approximate license count,extract,License metrics extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-license-metrics/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,License metrics,license-metrics-get-rest-api-3-license-approximatelicensecount-product-applicationkey,reviewed,GET,/rest/api/3/license/approximateLicenseCount/product/{applicationKey},Get approximate application license count,extract,License metrics extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-license-metrics/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Permissions,permissions-get-rest-api-3-mypermissions,reviewed,GET,/rest/api/3/mypermissions,Get my permissions,extract,Permissions extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-permissions/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Myself,myself-delete-rest-api-3-mypreferences,reviewed,DELETE,/rest/api/3/mypreferences,Delete preference,reconcile,Myself reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-myself/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Myself,myself-get-rest-api-3-mypreferences,reviewed,GET,/rest/api/3/mypreferences,Get preference,extract,Myself extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-myself/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Myself,myself-put-rest-api-3-mypreferences,reviewed,PUT,/rest/api/3/mypreferences,Set preference,transform,Myself reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-myself/
